time,average_grade,action_done,completed_loops
2025-01-09 11:34:54,88.19444444444446,added grade number 1 to verse JHN 3:7,0
2025-01-09 11:34:56,88.44444444444446,added grade number 2 to verse JHN 3:7,0
2025-01-09 11:34:58,88.36111111111113,added grade number 3 to verse JHN 3:7,0
2025-01-09 11:35:01,88.44444444444446,added grade number 4 to verse JHN 3:7,0
2025-01-09 11:35:05,88.56111111111112,added grade number 5 to verse JHN 3:7,0
2025-01-09 11:35:07,88.6388888888889,added grade number 6 to verse JHN 3:7,0
2025-01-09 11:35:10,88.6388888888889,reflected on verse JHN 3:7,1
2025-01-09 11:35:12,88.11904761904762,added grade number 1 to verse JHN 3:8,0
2025-01-09 11:35:15,88.61904761904762,added grade number 2 to verse JHN 3:8,0
2025-01-09 11:35:17,88.5952380952381,added grade number 3 to verse JHN 3:8,0
2025-01-09 11:35:19,88.58333333333334,added grade number 4 to verse JHN 3:8,0
2025-01-09 11:35:22,88.20476190476191,added grade number 5 to verse JHN 3:8,0
2025-01-09 11:35:25,88.35714285714286,added grade number 6 to verse JHN 3:8,0
2025-01-09 11:35:28,88.35714285714286,reflected on verse JHN 3:8,1
2025-01-09 11:35:30,87.9375,added grade number 1 to verse JHN 3:9,0
2025-01-09 11:35:32,87.9375,added grade number 2 to verse JHN 3:9,0
2025-01-09 11:35:35,88.14583333333333,added grade number 3 to verse JHN 3:9,0
2025-01-09 11:35:37,88.09375,added grade number 4 to verse JHN 3:9,0
2025-01-09 11:35:39,88.0625,added grade number 5 to verse JHN 3:9,0
2025-01-09 11:35:45,88.04166666666667,added grade number 6 to verse JHN 3:9,0
2025-01-09 11:35:48,88.04166666666667,reflected on verse JHN 3:9,1
2025-01-09 11:35:51,88.25925925925927,added grade number 1 to verse JHN 3:10,0
2025-01-09 11:35:53,88.14814814814815,added grade number 2 to verse JHN 3:10,0
2025-01-09 11:35:55,88.37037037037038,added grade number 3 to verse JHN 3:10,0
2025-01-09 11:35:58,88.20370370370371,added grade number 4 to verse JHN 3:10,0
2025-01-09 11:36:00,88.10370370370372,added grade number 5 to verse JHN 3:10,0
2025-01-09 11:36:02,88.12962962962963,added grade number 6 to verse JHN 3:10,0
2025-01-09 11:36:06,88.12962962962963,reflected on verse JHN 3:10,1
2025-01-09 11:36:08,87.81666666666668,added grade number 1 to verse JHN 3:11-12,0
2025-01-09 11:36:10,87.96666666666667,added grade number 2 to verse JHN 3:11-12,0
2025-01-09 11:36:12,88.01666666666668,added grade number 3 to verse JHN 3:11-12,0
2025-01-09 11:36:15,88.09166666666667,added grade number 4 to verse JHN 3:11-12,0
2025-01-09 11:36:17,88.03666666666668,added grade number 5 to verse JHN 3:11-12,0
2025-01-09 11:36:19,88.05000000000001,added grade number 6 to verse JHN 3:11-12,0
2025-01-09 11:36:22,88.05000000000001,reflected on verse JHN 3:11-12,1
2025-01-09 11:36:25,88.04545454545456,added grade number 1 to verse JHN 3:13,0
2025-01-09 11:36:28,88.36363636363637,added grade number 2 to verse JHN 3:13,0
2025-01-09 11:36:30,88.16666666666669,added grade number 3 to verse JHN 3:13,0
2025-01-09 11:36:34,88.06818181818183,added grade number 4 to verse JHN 3:13,0
2025-01-09 11:36:37,88.00909090909092,added grade number 5 to verse JHN 3:13,0
2025-01-09 11:36:39,88.01515151515152,added grade number 6 to verse JHN 3:13,0
2025-01-09 11:36:42,88.01515151515152,reflected on verse JHN 3:13,1
2025-01-09 11:36:44,87.7638888888889,added grade number 1 to verse JHN 3:14,0
2025-01-09 11:36:47,87.7638888888889,added grade number 2 to verse JHN 3:14,0
2025-01-09 11:36:49,87.7638888888889,added grade number 3 to verse JHN 3:14,0
2025-01-09 11:36:51,87.7638888888889,added grade number 4 to verse JHN 3:14,0
2025-01-09 11:36:54,87.7638888888889,added grade number 5 to verse JHN 3:14,0
2025-01-09 11:36:56,87.83333333333333,added grade number 6 to verse JHN 3:14,0
2025-01-09 11:36:59,87.83333333333333,reflected on verse JHN 3:14,1
2025-01-09 11:37:01,88.0,added grade number 1 to verse JHN 3:15,0
2025-01-09 11:37:03,88.1923076923077,added grade number 2 to verse JHN 3:15,0
2025-01-09 11:37:05,88.25641025641025,added grade number 3 to verse JHN 3:15,0
2025-01-09 11:37:07,88.23076923076923,added grade number 4 to verse JHN 3:15,0
2025-01-09 11:37:09,88.1846153846154,added grade number 5 to verse JHN 3:15,0
2025-01-09 11:37:12,88.21794871794872,added grade number 6 to verse JHN 3:15,0
2025-01-09 11:37:15,88.21794871794872,reflected on verse JHN 3:15,1
2025-01-09 11:37:18,88.34523809523809,added grade number 1 to verse JHN 3:16,0
2025-01-09 11:37:20,88.41666666666666,added grade number 2 to verse JHN 3:16,0
2025-01-09 11:37:23,88.39285714285714,added grade number 3 to verse JHN 3:16,0
2025-01-09 11:37:25,88.38095238095238,added grade number 4 to verse JHN 3:16,0
2025-01-09 11:37:28,88.4452380952381,added grade number 5 to verse JHN 3:16,0
2025-01-09 11:37:30,88.45238095238095,added grade number 6 to verse JHN 3:16,0
2025-01-09 11:37:33,88.45238095238095,reflected on verse JHN 3:16,1
2025-01-09 11:37:36,88.88888888888889,added grade number 1 to verse JHN 3:17,0
2025-01-09 11:37:38,88.72222222222221,added grade number 2 to verse JHN 3:17,0
2025-01-09 11:37:40,88.66666666666667,added grade number 3 to verse JHN 3:17,0
2025-01-09 11:37:42,88.63888888888889,added grade number 4 to verse JHN 3:17,0
2025-01-09 11:37:45,88.64888888888889,added grade number 5 to verse JHN 3:17,0
2025-01-09 11:37:47,88.65555555555555,added grade number 6 to verse JHN 3:17,0
2025-01-09 11:37:53,88.65555555555555,reflected on verse JHN 3:17,1
2025-01-09 11:37:56,88.73958333333333,added grade number 1 to verse JHN 3:18,0
2025-01-09 11:37:58,88.73958333333333,added grade number 2 to verse JHN 3:18,0
2025-01-09 11:38:00,88.69791666666666,added grade number 3 to verse JHN 3:18,0
2025-01-09 11:38:03,88.70833333333333,added grade number 4 to verse JHN 3:18,0
2025-01-09 11:38:05,88.65208333333332,added grade number 5 to verse JHN 3:18,0
2025-01-09 11:38:07,88.6875,added grade number 6 to verse JHN 3:18,0
2025-01-09 11:38:11,88.6875,reflected on verse JHN 3:18,1
2025-01-09 11:38:13,88.76470588235294,added grade number 1 to verse JHN 3:19,0
2025-01-09 11:38:16,88.76470588235294,added grade number 2 to verse JHN 3:19,0
2025-01-09 11:38:19,88.72549019607843,added grade number 3 to verse JHN 3:19,0
2025-01-09 11:38:21,88.73529411764706,added grade number 4 to verse JHN 3:19,0
2025-01-09 11:38:23,88.68235294117646,added grade number 5 to verse JHN 3:19,0
2025-01-09 11:38:25,88.67647058823529,added grade number 6 to verse JHN 3:19,0
2025-01-09 11:38:28,88.67647058823529,reflected on verse JHN 3:19,1
2025-01-09 11:38:30,89.02777777777777,added grade number 1 to verse JHN 3:20,0
2025-01-09 11:38:33,88.88888888888889,added grade number 2 to verse JHN 3:20,0
2025-01-09 11:38:34,88.8425925925926,added grade number 3 to verse JHN 3:20,0
2025-01-09 11:38:37,88.79166666666667,added grade number 4 to verse JHN 3:20,0
2025-01-09 11:38:39,88.78333333333333,added grade number 5 to verse JHN 3:20,0
2025-01-09 11:38:41,88.73148148148148,added grade number 6 to verse JHN 3:20,0
2025-01-09 11:38:44,88.73148148148148,reflected on verse JHN 3:20,1
2025-01-09 11:38:46,88.53508771929825,added grade number 1 to verse JHN 3:21,0
2025-01-09 11:38:49,88.71929824561404,added grade number 2 to verse JHN 3:21,0
2025-01-09 11:38:51,88.83333333333334,added grade number 3 to verse JHN 3:21,0
2025-01-09 11:38:53,88.82456140350878,added grade number 4 to verse JHN 3:21,0
2025-01-09 11:38:55,88.76666666666668,added grade number 5 to verse JHN 3:21,0
2025-01-09 11:38:57,88.78947368421052,added grade number 6 to verse JHN 3:21,0
2025-01-09 11:39:06,88.78947368421052,reflected on verse JHN 3:21,1
2025-01-09 11:39:08,88.6,added grade number 1 to verse JHN 3:22,0
2025-01-09 11:39:10,88.725,added grade number 2 to verse JHN 3:22,0
2025-01-09 11:39:12,88.76666666666667,added grade number 3 to verse JHN 3:22,0
2025-01-09 11:39:14,88.8125,added grade number 4 to verse JHN 3:22,0
2025-01-09 11:39:16,88.8,added grade number 5 to verse JHN 3:22,0
2025-01-09 11:39:19,88.79166666666666,added grade number 6 to verse JHN 3:22,0
2025-01-09 11:39:22,88.79166666666666,reflected on verse JHN 3:22,1
2025-01-09 11:39:24,88.84920634920634,added grade number 1 to verse JHN 3:23,0
2025-01-09 11:39:26,88.73015873015872,added grade number 2 to verse JHN 3:23,0
2025-01-09 11:39:28,88.69047619047619,added grade number 3 to verse JHN 3:23,0
2025-01-09 11:39:31,88.73015873015872,added grade number 4 to verse JHN 3:23,0
2025-01-09 11:39:33,88.75396825396825,added grade number 5 to verse JHN 3:23,0
2025-01-09 11:39:35,88.73015873015872,added grade number 6 to verse JHN 3:23,0
2025-01-09 11:39:38,88.73015873015872,reflected on verse JHN 3:23,1
2025-01-09 11:39:42,88.56060606060606,added grade number 1 to verse JHN 3:24,0
2025-01-09 11:39:44,88.78787878787878,added grade number 2 to verse JHN 3:24,0
2025-01-09 11:39:46,88.78787878787878,added grade number 3 to verse JHN 3:24,0
2025-01-09 11:39:49,88.73106060606061,added grade number 4 to verse JHN 3:24,0
2025-01-09 11:39:51,88.76060606060607,added grade number 5 to verse JHN 3:24,0
2025-01-09 11:39:53,88.72727272727273,added grade number 6 to verse JHN 3:24,0
2025-01-09 11:39:56,88.72727272727273,reflected on verse JHN 3:24,1
2025-01-09 11:39:58,88.56521739130434,added grade number 1 to verse JHN 3:25,0
2025-01-09 11:40:01,88.67391304347827,added grade number 2 to verse JHN 3:25,0
2025-01-09 11:40:03,88.6376811594203,added grade number 3 to verse JHN 3:25,0
2025-01-09 11:40:05,88.65217391304348,added grade number 4 to verse JHN 3:25,0
2025-01-09 11:40:07,88.63478260869564,added grade number 5 to verse JHN 3:25,0
2025-01-09 11:40:09,88.65942028985508,added grade number 6 to verse JHN 3:25,0
2025-01-09 11:40:12,88.65942028985508,reflected on verse JHN 3:25,1
2025-01-09 11:40:15,88.71527777777779,added grade number 1 to verse JHN 3:26,0
2025-01-09 11:40:17,88.61111111111113,added grade number 2 to verse JHN 3:26,0
2025-01-09 11:40:20,88.61805555555556,added grade number 3 to verse JHN 3:26,0
2025-01-09 11:40:22,88.59027777777779,added grade number 4 to verse JHN 3:26,0
2025-01-09 11:40:24,88.59861111111111,added grade number 5 to verse JHN 3:26,0
2025-01-09 11:40:27,88.58333333333333,added grade number 6 to verse JHN 3:26,0
2025-01-09 11:40:31,88.58333333333333,reflected on verse JHN 3:26,1
2025-01-09 11:40:33,88.56,added grade number 1 to verse JHN 3:27,0
2025-01-09 11:40:35,88.7,added grade number 2 to verse JHN 3:27,0
2025-01-09 11:40:38,88.74666666666666,added grade number 3 to verse JHN 3:27,0
2025-01-09 11:40:39,88.72,added grade number 4 to verse JHN 3:27,0
2025-01-09 11:40:42,88.704,added grade number 5 to verse JHN 3:27,0
2025-01-09 11:40:43,88.69333333333334,added grade number 6 to verse JHN 3:27,0
2025-01-09 11:40:46,88.69333333333334,reflected on verse JHN 3:27,1
2025-01-09 11:40:49,88.66666666666667,added grade number 1 to verse JHN 3:28,0
2025-01-09 11:40:51,88.7051282051282,added grade number 2 to verse JHN 3:28,0
2025-01-09 11:40:53,88.71794871794873,added grade number 3 to verse JHN 3:28,0
2025-01-09 11:40:55,88.72435897435898,added grade number 4 to verse JHN 3:28,0
2025-01-09 11:40:58,88.68974358974359,added grade number 5 to verse JHN 3:28,0
2025-01-09 11:41:00,88.71153846153847,added grade number 6 to verse JHN 3:28,0
2025-01-09 11:41:07,88.71153846153847,reflected on verse JHN 3:28,1
2025-01-09 11:41:10,88.75925925925925,added grade number 1 to verse JHN 3:29,0
2025-01-09 11:41:12,88.75925925925925,added grade number 2 to verse JHN 3:29,0
2025-01-09 11:41:14,88.69753086419753,added grade number 3 to verse JHN 3:29,0
2025-01-09 11:41:17,88.66666666666667,added grade number 4 to verse JHN 3:29,0
2025-01-09 11:41:19,88.64814814814815,added grade number 5 to verse JHN 3:29,0
2025-01-09 11:41:22,88.6358024691358,added grade number 6 to verse JHN 3:29,0
2025-01-09 11:41:25,88.6358024691358,reflected on verse JHN 3:29,1
2025-01-09 11:41:27,88.68452380952381,added grade number 1 to verse JHN 3:30,0
2025-01-09 11:41:29,88.77380952380952,added grade number 2 to verse JHN 3:30,0
2025-01-09 11:41:32,88.7440476190476,added grade number 3 to verse JHN 3:30,0
2025-01-09 11:41:34,88.72916666666666,added grade number 4 to verse JHN 3:30,0
2025-01-09 11:41:36,88.68452380952381,added grade number 5 to verse JHN 3:30,0
2025-01-09 11:41:38,88.68452380952381,added grade number 6 to verse JHN 3:30,0
2025-01-09 11:41:42,88.68452380952381,reflected on verse JHN 3:30,1
2025-01-09 11:41:45,88.66091954022988,added grade number 1 to verse JHN 3:31,0
2025-01-09 11:41:47,88.60919540229885,added grade number 2 to verse JHN 3:31,0
2025-01-09 11:41:49,88.5919540229885,added grade number 3 to verse JHN 3:31,0
2025-01-09 11:41:51,88.62643678160919,added grade number 4 to verse JHN 3:31,0
2025-01-09 11:41:53,88.61264367816091,added grade number 5 to verse JHN 3:31,0
2025-01-09 11:41:55,88.63218390804596,added grade number 6 to verse JHN 3:31,0
2025-01-09 11:41:59,88.63218390804596,reflected on verse JHN 3:31,1
2025-01-09 11:42:02,88.67777777777776,added grade number 1 to verse JHN 3:32,0
2025-01-09 11:42:04,88.64444444444443,added grade number 2 to verse JHN 3:32,0
2025-01-09 11:42:06,88.59999999999998,added grade number 3 to verse JHN 3:32,0
2025-01-09 11:42:08,88.57777777777777,added grade number 4 to verse JHN 3:32,0
2025-01-09 11:42:10,88.59777777777776,added grade number 5 to verse JHN 3:32,0
2025-01-09 11:42:12,88.59999999999998,added grade number 6 to verse JHN 3:32,0
2025-01-09 11:42:15,88.59999999999998,reflected on verse JHN 3:32,1
2025-01-09 11:42:17,88.48387096774192,added grade number 1 to verse JHN 3:33,0
2025-01-09 11:42:20,88.64516129032256,added grade number 2 to verse JHN 3:33,0
2025-01-09 11:42:22,88.64516129032256,added grade number 3 to verse JHN 3:33,0
2025-01-09 11:42:24,88.6290322580645,added grade number 4 to verse JHN 3:33,0
2025-01-09 11:42:28,88.59999999999998,added grade number 5 to verse JHN 3:33,0
2025-01-09 11:42:31,88.60752688172042,added grade number 6 to verse JHN 3:33,0
2025-01-09 11:42:37,88.60752688172042,reflected on verse JHN 3:33,1
2025-01-09 11:42:40,88.58854166666666,added grade number 1 to verse JHN 3:34,0
2025-01-09 11:42:42,88.54166666666666,added grade number 2 to verse JHN 3:34,0
2025-01-09 11:42:44,88.63020833333333,added grade number 3 to verse JHN 3:34,0
2025-01-09 11:42:47,88.61979166666666,added grade number 4 to verse JHN 3:34,0
2025-01-09 11:42:49,88.61354166666666,added grade number 5 to verse JHN 3:34,0
2025-01-09 11:42:52,88.64583333333333,added grade number 6 to verse JHN 3:34,0
2025-01-09 11:42:56,88.64583333333333,reflected on verse JHN 3:34,1
2025-01-09 11:42:59,88.83838383838383,added grade number 1 to verse JHN 3:35,0
2025-01-09 11:43:02,88.76262626262626,added grade number 2 to verse JHN 3:35,0
2025-01-09 11:43:05,88.73737373737373,added grade number 3 to verse JHN 3:35,0
2025-01-09 11:43:07,88.70959595959596,added grade number 4 to verse JHN 3:35,0
2025-01-09 11:43:09,88.69292929292928,added grade number 5 to verse JHN 3:35,0
2025-01-09 11:43:12,88.66666666666667,added grade number 6 to verse JHN 3:35,0
2025-01-09 11:43:15,88.66666666666667,reflected on verse JHN 3:35,1
2025-01-09 11:43:17,88.70588235294117,added grade number 1 to verse JHN 3:36,0
2025-01-09 11:43:19,88.77941176470588,added grade number 2 to verse JHN 3:36,0
2025-01-09 11:43:21,88.80392156862746,added grade number 3 to verse JHN 3:36,0
2025-01-09 11:43:24,88.77941176470588,added grade number 4 to verse JHN 3:36,0
2025-01-09 11:43:27,88.7764705882353,added grade number 5 to verse JHN 3:36,0
2025-01-09 11:43:29,88.76470588235294,added grade number 6 to verse JHN 3:36,0
2025-01-09 11:43:31,88.76470588235294,reflected on verse JHN 3:36,1
2025-01-09 11:43:33,88.77450980392157,added grade number 1 to verse JHN 3:1,1
2025-01-09 11:43:36,88.80392156862746,added grade number 2 to verse JHN 3:1,1
2025-01-09 11:43:38,88.84313725490198,added grade number 3 to verse JHN 3:1,1
2025-01-09 11:43:40,88.86274509803923,added grade number 4 to verse JHN 3:1,1
2025-01-09 11:43:42,88.8450980392157,added grade number 5 to verse JHN 3:1,1
2025-01-09 11:43:45,88.80882352941177,added grade number 6 to verse JHN 3:1,1
2025-01-09 11:43:48,88.80882352941177,reflected on verse JHN 3:1,2
2025-01-09 11:43:50,88.88235294117646,added grade number 1 to verse JHN 3:2,1
2025-01-09 11:43:52,88.88235294117646,added grade number 2 to verse JHN 3:2,1
2025-01-09 11:43:54,88.86274509803923,added grade number 3 to verse JHN 3:2,1
2025-01-09 11:43:56,88.8529411764706,added grade number 4 to verse JHN 3:2,1
2025-01-09 11:43:58,88.85882352941178,added grade number 5 to verse JHN 3:2,1
2025-01-09 11:44:00,88.86274509803923,added grade number 6 to verse JHN 3:2,1
2025-01-09 11:48:49,88.86274509803923,reflected on verse JHN 3:2,2
2025-01-09 11:48:52,89.05882352941177,added grade number 1 to verse JHN 3:3,1
2025-01-09 11:48:54,88.98529411764706,added grade number 2 to verse JHN 3:3,1
2025-01-09 11:48:56,88.94117647058823,added grade number 3 to verse JHN 3:3,1
2025-01-09 11:48:58,88.97058823529412,added grade number 4 to verse JHN 3:3,1
2025-01-09 11:49:01,88.94705882352942,added grade number 5 to verse JHN 3:3,1
2025-01-09 11:49:03,88.91666666666667,added grade number 6 to verse JHN 3:3,1
2025-01-09 11:49:15,88.91666666666667,reflected on verse JHN 3:3,2
2025-01-09 11:49:17,89.05882352941177,added grade number 1 to verse JHN 3:4-5,1
2025-01-09 11:49:21,89.1029411764706,added grade number 2 to verse JHN 3:4-5,1
2025-01-09 11:49:24,89.01960784313727,added grade number 3 to verse JHN 3:4-5,1
2025-01-09 11:49:26,89.01470588235294,added grade number 4 to verse JHN 3:4-5,1
2025-01-09 11:49:28,89.01176470588236,added grade number 5 to verse JHN 3:4-5,1
2025-01-09 11:49:31,89.00980392156863,added grade number 6 to verse JHN 3:4-5,1
2025-01-09 11:49:37,89.00980392156863,reflected on verse JHN 3:4-5,2
2025-01-09 11:49:39,88.9656862745098,added grade number 1 to verse JHN 3:6,1
2025-01-09 11:49:41,88.9656862745098,added grade number 2 to verse JHN 3:6,1
2025-01-09 11:49:44,89.01470588235294,added grade number 3 to verse JHN 3:6,1
2025-01-09 11:49:46,88.98774509803923,added grade number 4 to verse JHN 3:6,1
2025-01-09 11:49:48,88.98333333333333,added grade number 5 to verse JHN 3:6,1
2025-01-09 11:49:50,88.97058823529412,added grade number 6 to verse JHN 3:6,1
2025-01-09 11:49:56,88.97058823529412,reflected on verse JHN 3:6,2
2025-01-09 11:49:59,88.98039215686275,added grade number 1 to verse JHN 3:7,1
2025-01-09 11:50:01,88.98039215686275,added grade number 2 to verse JHN 3:7,1
2025-01-09 11:50:03,89.01960784313727,added grade number 3 to verse JHN 3:7,1
2025-01-09 11:50:06,89.02450980392157,added grade number 4 to verse JHN 3:7,1
2025-01-09 11:50:08,89.02745098039216,added grade number 5 to verse JHN 3:7,1
2025-01-09 11:50:10,89.00490196078432,added grade number 6 to verse JHN 3:7,1
2025-01-09 11:50:13,89.00490196078432,reflected on verse JHN 3:7,2
2025-01-09 11:50:15,89.16176470588235,added grade number 1 to verse JHN 3:8,1
2025-01-09 11:50:17,89.13235294117646,added grade number 2 to verse JHN 3:8,1
2025-01-09 11:50:19,89.12254901960785,added grade number 3 to verse JHN 3:8,1
2025-01-09 11:50:21,89.11764705882354,added grade number 4 to verse JHN 3:8,1
2025-01-09 11:50:24,89.11470588235295,added grade number 5 to verse JHN 3:8,1
2025-01-09 11:50:26,89.08823529411765,added grade number 6 to verse JHN 3:8,1
2025-01-09 11:50:30,89.08823529411765,reflected on verse JHN 3:8,2
2025-01-09 11:50:33,89.06372549019609,added grade number 1 to verse JHN 3:9,1
2025-01-09 11:50:35,89.06372549019609,added grade number 2 to verse JHN 3:9,1
2025-01-09 11:50:37,89.11274509803923,added grade number 3 to verse JHN 3:9,1
2025-01-09 11:50:40,89.12254901960785,added grade number 4 to verse JHN 3:9,1
2025-01-09 11:50:42,89.14019607843137,added grade number 5 to verse JHN 3:9,1
2025-01-09 11:50:44,89.15196078431373,added grade number 6 to verse JHN 3:9,1
2025-01-09 11:50:48,89.15196078431373,reflected on verse JHN 3:9,2
2025-01-09 11:50:51,89.18627450980392,added grade number 1 to verse JHN 3:10,1
2025-01-09 11:50:53,89.15686274509804,added grade number 2 to verse JHN 3:10,1
2025-01-09 11:50:55,89.16666666666667,added grade number 3 to verse JHN 3:10,1
2025-01-09 11:50:57,89.17156862745098,added grade number 4 to verse JHN 3:10,1
2025-01-09 11:50:59,89.20392156862745,added grade number 5 to verse JHN 3:10,1
2025-01-09 11:51:01,89.20098039215686,added grade number 6 to verse JHN 3:10,1
2025-01-09 11:51:05,89.20098039215686,reflected on verse JHN 3:10,2
2025-01-09 11:51:11,89.13235294117646,added grade number 1 to verse JHN 3:11-12,1
2025-01-09 11:51:13,89.17647058823529,added grade number 2 to verse JHN 3:11-12,1
2025-01-09 11:51:15,89.16176470588235,added grade number 3 to verse JHN 3:11-12,1
2025-01-09 11:51:17,89.15441176470588,added grade number 4 to verse JHN 3:11-12,1
2025-01-09 11:51:19,89.16764705882353,added grade number 5 to verse JHN 3:11-12,1
2025-01-09 11:51:21,89.17647058823529,added grade number 6 to verse JHN 3:11-12,1
2025-01-09 11:51:25,89.17647058823529,reflected on verse JHN 3:11-12,2
2025-01-09 11:51:27,89.3921568627451,added grade number 1 to verse JHN 3:13,1
2025-01-09 11:51:29,89.3186274509804,added grade number 2 to verse JHN 3:13,1
2025-01-09 11:51:32,89.29411764705883,added grade number 3 to verse JHN 3:13,1
2025-01-09 11:51:34,89.24509803921569,added grade number 4 to verse JHN 3:13,1
2025-01-09 11:51:37,89.27450980392157,added grade number 5 to verse JHN 3:13,1
2025-01-09 11:51:39,89.29411764705883,added grade number 6 to verse JHN 3:13,1
2025-01-09 11:51:42,89.29411764705883,reflected on verse JHN 3:13,2
2025-01-09 11:51:45,89.41666666666666,added grade number 1 to verse JHN 3:14,1
2025-01-09 11:51:47,89.49019607843137,added grade number 2 to verse JHN 3:14,1
2025-01-09 11:51:49,89.4656862745098,added grade number 3 to verse JHN 3:14,1
2025-01-09 11:51:52,89.43872549019608,added grade number 4 to verse JHN 3:14,1
2025-01-09 11:51:54,89.4343137254902,added grade number 5 to verse JHN 3:14,1
2025-01-09 11:51:56,89.45588235294117,added grade number 6 to verse JHN 3:14,1
2025-01-09 11:52:06,89.45588235294117,reflected on verse JHN 3:14,2
2025-01-09 11:52:09,89.51960784313727,added grade number 1 to verse JHN 3:15,1
2025-01-09 11:52:15,89.44607843137256,added grade number 2 to verse JHN 3:15,1
2025-01-09 11:52:17,89.47058823529412,added grade number 3 to verse JHN 3:15,1
2025-01-09 11:52:19,89.44607843137256,added grade number 4 to verse JHN 3:15,1
2025-01-09 11:52:21,89.43137254901961,added grade number 5 to verse JHN 3:15,1
2025-01-09 11:52:23,89.42156862745098,added grade number 6 to verse JHN 3:15,1
2025-01-09 11:52:26,89.42156862745098,reflected on verse JHN 3:15,2
2025-01-09 11:52:28,89.52450980392157,added grade number 1 to verse JHN 3:16,1
2025-01-09 11:52:31,89.52450980392157,added grade number 2 to verse JHN 3:16,1
2025-01-09 11:52:33,89.52450980392157,added grade number 3 to verse JHN 3:16,1
2025-01-09 11:52:35,89.52450980392157,added grade number 4 to verse JHN 3:16,1
2025-01-09 11:52:38,89.50686274509805,added grade number 5 to verse JHN 3:16,1
2025-01-09 11:52:40,89.50980392156863,added grade number 6 to verse JHN 3:16,1
2025-01-09 11:52:43,89.50980392156863,reflected on verse JHN 3:16,2
2025-01-09 11:52:46,89.61274509803923,added grade number 1 to verse JHN 3:17,1
2025-01-09 11:52:47,89.5686274509804,added grade number 2 to verse JHN 3:17,1
2025-01-09 11:52:50,89.55392156862746,added grade number 3 to verse JHN 3:17,1
2025-01-09 11:52:52,89.54656862745098,added grade number 4 to verse JHN 3:17,1
2025-01-09 11:52:54,89.53039215686276,added grade number 5 to verse JHN 3:17,1
2025-01-09 11:52:56,89.54411764705884,added grade number 6 to verse JHN 3:17,1
2025-01-09 11:52:58,89.54411764705884,reflected on verse JHN 3:17,2
2025-01-09 11:53:01,89.62745098039215,added grade number 1 to verse JHN 3:18,1
2025-01-09 11:53:03,89.5686274509804,added grade number 2 to verse JHN 3:18,1
2025-01-09 11:53:05,89.61764705882354,added grade number 3 to verse JHN 3:18,1
2025-01-09 11:53:07,89.6421568627451,added grade number 4 to verse JHN 3:18,1
2025-01-09 11:53:10,89.61568627450981,added grade number 5 to verse JHN 3:18,1
2025-01-09 11:53:13,89.58333333333334,added grade number 6 to verse JHN 3:18,1
