time,average_grade,action_done,completed_loops
2025-01-16 11:19:16,91.16,added grade number 6 to verse JHN 3:25,0
2025-01-16 11:19:21,91.16,reflected on verse JHN 3:25,1
2025-01-16 11:19:23,91.11538461538461,added grade number 1 to verse JHN 3:26,0
2025-01-16 11:19:26,91.07692307692308,added grade number 2 to verse JHN 3:26,0
2025-01-16 11:19:27,91.06410256410255,added grade number 3 to verse JHN 3:26,0
2025-01-16 11:19:29,91.02884615384616,added grade number 4 to verse JHN 3:26,0
2025-01-16 11:19:31,91.08461538461538,added grade number 5 to verse JHN 3:26,0
2025-01-16 11:19:33,91.08974358974359,added grade number 6 to verse JHN 3:26,0
2025-01-16 11:19:39,91.08974358974359,reflected on verse JHN 3:26,1
2025-01-16 11:19:41,90.8641975308642,added grade number 1 to verse JHN 3:27,0
2025-01-16 11:19:43,90.99382716049384,added grade number 2 to verse JHN 3:27,0
2025-01-16 11:19:46,91.01234567901236,added grade number 3 to verse JHN 3:27,0
2025-01-16 11:19:47,91.06790123456791,added grade number 4 to verse JHN 3:27,0
2025-01-16 11:19:49,91.0493827160494,added grade number 5 to verse JHN 3:27,0
2025-01-16 11:19:51,91.06172839506173,added grade number 6 to verse JHN 3:27,0
2025-01-16 11:19:56,91.06172839506173,reflected on verse JHN 3:27,1
2025-01-16 11:20:00,91.0952380952381,added grade number 1 to verse JHN 3:28,0
2025-01-16 11:20:02,91.02380952380953,added grade number 2 to verse JHN 3:28,0
2025-01-16 11:20:06,91.02380952380953,added grade number 3 to verse JHN 3:28,0
2025-01-16 11:20:08,91.04166666666667,added grade number 4 to verse JHN 3:28,0
2025-01-16 11:20:10,91.03809523809525,added grade number 5 to verse JHN 3:28,0
2025-01-16 11:20:12,91.04761904761905,added grade number 6 to verse JHN 3:28,0
2025-01-16 11:20:17,91.04761904761905,reflected on verse JHN 3:28,1
2025-01-16 11:20:19,90.9425287356322,added grade number 1 to verse JHN 3:29,0
2025-01-16 11:20:22,90.97701149425288,added grade number 2 to verse JHN 3:29,0
2025-01-16 11:20:24,90.98850574712645,added grade number 3 to verse JHN 3:29,0
2025-01-16 11:20:26,90.95114942528735,added grade number 4 to verse JHN 3:29,0
2025-01-16 11:20:27,90.92873563218392,added grade number 5 to verse JHN 3:29,0
2025-01-16 11:20:29,90.95402298850576,added grade number 6 to verse JHN 3:29,0
2025-01-16 11:20:34,90.95402298850576,reflected on verse JHN 3:29,1
2025-01-16 11:20:36,91.0888888888889,added grade number 1 to verse JHN 3:30,0
2025-01-16 11:20:38,91.0888888888889,added grade number 2 to verse JHN 3:30,0
2025-01-16 11:20:40,91.03333333333335,added grade number 3 to verse JHN 3:30,0
2025-01-16 11:20:42,90.9888888888889,added grade number 4 to verse JHN 3:30,0
2025-01-16 11:20:44,90.94222222222223,added grade number 5 to verse JHN 3:30,0
2025-01-16 11:20:46,90.9388888888889,added grade number 6 to verse JHN 3:30,0
2025-01-16 11:20:53,90.9388888888889,reflected on verse JHN 3:30,1
2025-01-16 11:20:59,90.84408602150539,added grade number 1 to verse JHN 3:31,0
2025-01-16 11:21:02,90.90860215053765,added grade number 2 to verse JHN 3:31,0
2025-01-16 11:21:05,90.96236559139786,added grade number 3 to verse JHN 3:31,0
2025-01-16 11:21:07,90.9489247311828,added grade number 4 to verse JHN 3:31,0
2025-01-16 11:21:09,90.94086021505377,added grade number 5 to verse JHN 3:31,0
2025-01-16 11:21:11,90.95161290322582,added grade number 6 to verse JHN 3:31,0
2025-01-16 11:21:18,90.95161290322582,reflected on verse JHN 3:31,1
2025-01-16 11:21:20,90.98437500000001,added grade number 1 to verse JHN 3:32,0
2025-01-16 11:21:22,90.95312500000001,added grade number 2 to verse JHN 3:32,0
2025-01-16 11:21:26,90.89062500000001,added grade number 3 to verse JHN 3:32,0
2025-01-16 11:21:28,90.85937500000001,added grade number 4 to verse JHN 3:32,0
2025-01-16 11:21:30,90.85937500000001,added grade number 5 to verse JHN 3:32,0
2025-01-16 11:21:31,90.86979166666669,added grade number 6 to verse JHN 3:32,0
2025-01-16 11:21:38,90.86979166666669,reflected on verse JHN 3:32,1
2025-01-16 11:21:40,90.7828282828283,added grade number 1 to verse JHN 3:33,0
2025-01-16 11:21:43,90.81313131313134,added grade number 2 to verse JHN 3:33,0
2025-01-16 11:21:46,90.84343434343437,added grade number 3 to verse JHN 3:33,0
2025-01-16 11:21:52,90.84343434343437,added grade number 4 to verse JHN 3:33,0
2025-01-16 11:21:54,90.83131313131315,added grade number 5 to verse JHN 3:33,0
2025-01-16 11:21:56,90.82323232323235,added grade number 6 to verse JHN 3:33,0
2025-01-16 11:22:02,90.82323232323235,reflected on verse JHN 3:33,1
2025-01-16 11:22:04,90.7401960784314,added grade number 1 to verse JHN 3:34,0
2025-01-16 11:22:06,90.69607843137257,added grade number 2 to verse JHN 3:34,0
2025-01-16 11:22:08,90.71078431372551,added grade number 3 to verse JHN 3:34,0
2025-01-16 11:22:10,90.74754901960786,added grade number 4 to verse JHN 3:34,0
2025-01-16 11:22:13,90.75784313725492,added grade number 5 to verse JHN 3:34,0
2025-01-16 11:22:15,90.77450980392159,added grade number 6 to verse JHN 3:34,0
2025-01-16 11:22:19,90.77450980392159,reflected on verse JHN 3:34,1
2025-01-16 11:22:21,90.89523809523811,added grade number 1 to verse JHN 3:35,0
2025-01-16 11:22:23,90.89523809523811,added grade number 2 to verse JHN 3:35,0
2025-01-16 11:22:26,90.82857142857144,added grade number 3 to verse JHN 3:35,0
2025-01-16 11:22:28,90.82380952380954,added grade number 4 to verse JHN 3:35,0
2025-01-16 11:22:30,90.83809523809525,added grade number 5 to verse JHN 3:35,0
2025-01-16 11:22:32,90.84761904761906,added grade number 6 to verse JHN 3:35,0
2025-01-16 11:22:37,90.84761904761906,reflected on verse JHN 3:35,1
2025-01-16 11:22:39,90.76851851851853,added grade number 1 to verse JHN 3:36,0
2025-01-16 11:22:41,90.79629629629632,added grade number 2 to verse JHN 3:36,0
2025-01-16 11:22:44,90.85185185185188,added grade number 3 to verse JHN 3:36,0
2025-01-16 11:22:47,90.85879629629632,added grade number 4 to verse JHN 3:36,0
2025-01-16 11:22:49,90.86296296296298,added grade number 5 to verse JHN 3:36,0
2025-01-16 11:22:51,90.8564814814815,added grade number 6 to verse JHN 3:36,0
2025-01-16 11:22:56,90.8564814814815,reflected on verse JHN 3:36,1
2025-01-16 11:22:58,90.8564814814815,added grade number 1 to verse JHN 3:1,1
2025-01-16 11:23:00,90.78703703703705,added grade number 2 to verse JHN 3:1,1
2025-01-16 11:23:02,90.8101851851852,added grade number 3 to verse JHN 3:1,1
2025-01-16 11:23:06,90.80787037037038,added grade number 4 to verse JHN 3:1,1
2025-01-16 11:23:08,90.78981481481483,added grade number 5 to verse JHN 3:1,1
2025-01-16 11:23:10,90.77777777777779,added grade number 6 to verse JHN 3:1,1
2025-01-16 11:23:16,90.77777777777779,reflected on verse JHN 3:1,2
2025-01-16 11:23:18,90.71296296296299,added grade number 1 to verse JHN 3:2,1
2025-01-16 11:23:20,90.71296296296299,added grade number 2 to verse JHN 3:2,1
2025-01-16 11:23:23,90.71296296296299,added grade number 3 to verse JHN 3:2,1
2025-01-16 11:23:26,90.67824074074076,added grade number 4 to verse JHN 3:2,1
2025-01-16 11:23:30,90.67407407407408,added grade number 5 to verse JHN 3:2,1
2025-01-16 11:23:32,90.67129629629632,added grade number 6 to verse JHN 3:2,1
2025-01-16 11:46:56,90.69444444444446,added grade number 3 to verse JHN 3:2,1
2025-01-16 11:46:58,90.6851851851852,added grade number 4 to verse JHN 3:2,1
2025-01-16 11:47:00,90.66296296296298,added grade number 5 to verse JHN 3:2,1
2025-01-16 11:47:02,90.64814814814817,added grade number 6 to verse JHN 3:2,1
2025-01-16 11:47:13,90.64814814814817,reflected on verse JHN 3:2,2
2025-01-16 11:47:15,90.72685185185188,added grade number 1 to verse JHN 3:3,1
2025-01-16 11:47:17,90.65740740740743,added grade number 2 to verse JHN 3:3,1
2025-01-16 11:47:18,90.65277777777779,added grade number 3 to verse JHN 3:3,1
2025-01-16 11:47:25,90.63657407407409,added grade number 4 to verse JHN 3:3,1
2025-01-16 11:47:27,90.66574074074076,added grade number 5 to verse JHN 3:3,1
2025-01-16 11:47:29,90.6388888888889,added grade number 6 to verse JHN 3:3,1
2025-01-16 11:47:33,90.6388888888889,reflected on verse JHN 3:3,2
2025-01-16 11:47:35,90.61574074074076,added grade number 1 to verse JHN 3:4,1
2025-01-16 11:47:37,90.6851851851852,added grade number 2 to verse JHN 3:4,1
2025-01-16 11:47:39,90.66203703703705,added grade number 3 to verse JHN 3:4,1
2025-01-16 11:47:41,90.65046296296299,added grade number 4 to verse JHN 3:4,1
2025-01-16 11:47:43,90.61574074074076,added grade number 5 to verse JHN 3:4,1
2025-01-16 11:47:45,90.62500000000001,added grade number 6 to verse JHN 3:4,1
2025-01-16 11:47:51,90.62500000000001,reflected on verse JHN 3:4,2
2025-01-16 11:47:53,90.5138888888889,added grade number 1 to verse JHN 3:5,1
2025-01-16 11:47:56,90.54166666666669,added grade number 2 to verse JHN 3:5,1
2025-01-16 11:48:00,90.50462962962965,added grade number 3 to verse JHN 3:5,1
2025-01-16 11:48:02,90.50694444444446,added grade number 4 to verse JHN 3:5,1
2025-01-16 11:48:04,90.50833333333335,added grade number 5 to verse JHN 3:5,1
2025-01-16 11:48:05,90.50925925925928,added grade number 6 to verse JHN 3:5,1
2025-01-16 11:48:11,90.50925925925928,reflected on verse JHN 3:5,2
2025-01-16 11:48:13,90.65740740740743,added grade number 1 to verse JHN 3:6,1
2025-01-16 11:48:14,90.58796296296299,added grade number 2 to verse JHN 3:6,1
2025-01-16 11:48:16,90.58333333333334,added grade number 3 to verse JHN 3:6,1
2025-01-16 11:48:19,90.60185185185188,added grade number 4 to verse JHN 3:6,1
2025-01-16 11:48:21,90.5851851851852,added grade number 5 to verse JHN 3:6,1
2025-01-16 11:48:22,90.58333333333334,added grade number 6 to verse JHN 3:6,1
2025-01-16 11:48:34,90.58333333333334,reflected on verse JHN 3:6,2
2025-01-16 11:48:37,90.6064814814815,added grade number 1 to verse JHN 3:7,1
2025-01-16 11:48:38,90.57870370370372,added grade number 2 to verse JHN 3:7,1
2025-01-16 11:48:40,90.6064814814815,added grade number 3 to verse JHN 3:7,1
2025-01-16 11:48:43,90.59259259259261,added grade number 4 to verse JHN 3:7,1
2025-01-16 11:48:45,90.59537037037039,added grade number 5 to verse JHN 3:7,1
2025-01-16 11:48:51,90.58796296296299,added grade number 6 to verse JHN 3:7,1
2025-01-16 11:48:57,90.58796296296299,reflected on verse JHN 3:7,2
2025-01-16 11:48:59,90.63425925925928,added grade number 1 to verse JHN 3:8,1
2025-01-16 11:49:01,90.64814814814817,added grade number 2 to verse JHN 3:8,1
2025-01-16 11:49:03,90.62500000000001,added grade number 3 to verse JHN 3:8,1
2025-01-16 11:49:05,90.62731481481484,added grade number 4 to verse JHN 3:8,1
2025-01-16 11:49:06,90.61759259259262,added grade number 5 to verse JHN 3:8,1
2025-01-16 11:49:08,90.61111111111113,added grade number 6 to verse JHN 3:8,1
2025-01-16 11:49:14,90.61111111111113,reflected on verse JHN 3:8,2
2025-01-16 11:49:19,90.49537037037038,added grade number 1 to verse JHN 3:9,1
2025-01-16 11:49:21,90.56481481481484,added grade number 2 to verse JHN 3:9,1
2025-01-16 11:49:24,90.58796296296299,added grade number 3 to verse JHN 3:9,1
2025-01-16 11:49:25,90.62037037037038,added grade number 4 to verse JHN 3:9,1
2025-01-16 11:49:28,90.62314814814816,added grade number 5 to verse JHN 3:9,1
2025-01-16 11:49:30,90.6388888888889,added grade number 6 to verse JHN 3:9,1
2025-01-16 11:49:37,90.6388888888889,reflected on verse JHN 3:9,2
2025-01-16 11:49:40,90.56481481481484,added grade number 1 to verse JHN 3:10,1
2025-01-16 11:49:42,90.56481481481484,added grade number 2 to verse JHN 3:10,1
2025-01-16 11:49:44,90.59259259259261,added grade number 3 to verse JHN 3:10,1
2025-01-16 11:49:48,90.57175925925928,added grade number 4 to verse JHN 3:10,1
2025-01-16 11:49:51,90.59814814814817,added grade number 5 to verse JHN 3:10,1
2025-01-16 11:49:52,90.56944444444446,added grade number 6 to verse JHN 3:10,1
2025-01-16 11:49:57,90.56944444444446,reflected on verse JHN 3:10,2
2025-01-16 11:49:59,90.47222222222223,added grade number 1 to verse JHN 3:11,1
2025-01-16 11:50:01,90.43055555555557,added grade number 2 to verse JHN 3:11,1
2025-01-16 11:50:03,90.4814814814815,added grade number 3 to verse JHN 3:11,1
2025-01-16 11:50:06,90.49305555555557,added grade number 4 to verse JHN 3:11,1
2025-01-16 11:50:11,90.50000000000001,added grade number 5 to verse JHN 3:11,1
2025-01-16 11:50:13,90.5138888888889,added grade number 6 to verse JHN 3:11,1
2025-01-16 11:50:20,90.5138888888889,reflected on verse JHN 3:11,2
2025-01-16 11:50:22,90.39814814814817,added grade number 1 to verse JHN 3:12,1
2025-01-16 11:50:23,90.42592592592594,added grade number 2 to verse JHN 3:12,1
2025-01-16 11:50:25,90.4814814814815,added grade number 3 to verse JHN 3:12,1
2025-01-16 11:50:28,90.50925925925928,added grade number 4 to verse JHN 3:12,1
2025-01-16 11:50:31,90.47037037037039,added grade number 5 to verse JHN 3:12,1
2025-01-16 11:50:32,90.45833333333334,added grade number 6 to verse JHN 3:12,1
2025-01-16 11:50:39,90.45833333333334,reflected on verse JHN 3:12,2
2025-01-16 11:50:41,90.43055555555557,added grade number 1 to verse JHN 3:13,1
2025-01-16 11:50:43,90.40277777777779,added grade number 2 to verse JHN 3:13,1
2025-01-16 11:50:45,90.41203703703704,added grade number 3 to verse JHN 3:13,1
2025-01-16 11:50:46,90.3888888888889,added grade number 4 to verse JHN 3:13,1
2025-01-16 11:50:48,90.4138888888889,added grade number 5 to verse JHN 3:13,1
2025-01-16 11:50:56,90.39814814814815,added grade number 6 to verse JHN 3:13,1
2025-01-16 11:51:03,90.39814814814815,reflected on verse JHN 3:13,2
2025-01-16 11:51:05,90.39351851851853,added grade number 1 to verse JHN 3:14,1
